,a_1,oa_2,ow_0,ow_1,ow_2,diff,ror_ow0,ror_ow1,ror_ow2
245,1,0,3.85714285714286,3.85714285714286,3.85714285714286,1,4.14285714285714,5,5
246,0,0,6.14285714285714,5.71428571428571,5.85714285714286,0,6.14285714285714,6,6.85714285714286
247,0,0,7,3,3.14285714285714,0,3.85714285714286,4.71428571428571,4.14285714285714
248,1,1,4.85714285714286,5.71428571428571,5.85714285714286,0,6.85714285714286,5.85714285714286,6.85714285714286
249,1,1,5.42857142857143,6.14285714285714,7,0,5.28571428571429,4.85714285714286,5.57142857142857
250,1,0,6.14285714285714,4.85714285714286,5.42857142857143,1,5.57142857142857,6,5.42857142857143
251,1,0,4.28571428571429,3.71428571428571,3.85714285714286,1,6.28571428571429,6.57142857142857,6.57142857142857
252,1,1,6.85714285714286,7,7,0,4.57142857142857,5.42857142857143,4
253,1,0,6.57142857142857,6.28571428571429,6.42857142857143,1,4.57142857142857,6,4.14285714285714
254,1,0,6.14285714285714,4.57142857142857,3.57142857142857,1,6.71428571428571,6.71428571428571,5.85714285714286
255,1,1,7,7,7,0,4,6,4
256,0,0,6,5.57142857142857,6,0,4.71428571428571,4.57142857142857,4.57142857142857
257,1,0,6,6.42857142857143,4.42857142857143,1,2.42857142857143,5.14285714285714,7
258,1,0,6.57142857142857,6,4.85714285714286,1,5,5,5.14285714285714
259,1,1,4.71428571428571,4.14285714285714,3.71428571428571,0,4.57142857142857,4.85714285714286,4.42857142857143
260,0,1,6.57142857142857,5.71428571428571,4.57142857142857,-1,5.71428571428571,3,5.42857142857143
261,1,1,6.14285714285714,6.57142857142857,6.42857142857143,0,7,6.71428571428571,7
262,0,0,7,7,7,0,5.28571428571429,3.42857142857143,5.85714285714286
263,0,0,5.57142857142857,6.14285714285714,6.28571428571429,0,5,5.57142857142857,5.42857142857143
264,0,1,5.57142857142857,4.14285714285714,3.42857142857143,-1,3.85714285714286,2.57142857142857,3.71428571428571
265,0,1,4.57142857142857,5.57142857142857,4.42857142857143,-1,6.28571428571429,5.14285714285714,6.71428571428571
266,0,0,4.85714285714286,3,3,0,6,3.71428571428571,6.14285714285714
267,1,1,5,5.28571428571429,4.57142857142857,0,4.71428571428571,5.28571428571429,3
268,0,1,4.85714285714286,4.71428571428571,5.57142857142857,-1,4.85714285714286,3.85714285714286,3.42857142857143
269,1,0,4.42857142857143,3.71428571428571,2.57142857142857,1,5,5,4.57142857142857
270,1,0,6.71428571428571,7,7,1,4.57142857142857,5.71428571428571,3.57142857142857
271,0,1,2.28571428571429,5.14285714285714,4,-1,5.57142857142857,2.85714285714286,6.42857142857143
272,1,1,6.71428571428571,6.71428571428571,6.57142857142857,0,5.14285714285714,6.14285714285714,6
273,1,0,5.42857142857143,5.85714285714286,5.85714285714286,1,2.28571428571429,1.85714285714286,1.85714285714286
274,1,0,6.28571428571429,5.14285714285714,5.71428571428571,1,6.57142857142857,6.42857142857143,6
275,1,0,6.57142857142857,4.71428571428571,4,1,4.57142857142857,4.71428571428571,5.57142857142857
276,1,0,5,3.85714285714286,5.57142857142857,1,5.85714285714286,5.85714285714286,5.85714285714286
