sys_timestamp,event_timestamp,event_name,pause_num
1676507534769,351010.30000000075,web_survey/CommitmentCheck_completed,7
1676507544448,360689.3999999985,mainexperimentintro_done,7
1676507544452,360689.3999999985,[object PointerEvent],0
1676507577552,393793.5,video_preload_completed,0
1676507598141,414383.3999999985,survey1_start,1
1676507700479,516722.09999999776,survey1_done,1
1676507732078,548321,intention_start,2
1676507739525,555767.3000000007,intention_done,2
1676507749609,565852.3000000007,survey2_start,3
1676507828669,644913,survey2_done,3
