name,value
mTurkID, p313
subID,33
drive_name,tutorial
drive_index,0
time_date,Mon Jan 30 2023 18:25:53 GMT-0500 (Eastern Standard Time)
Page_6_tutorial_Question_Intersection_0_Intention_radio,1
Page_6_tutorial_Question_Intersection_0_trust_radio,7
Page_6_tutorial_Question_Intersection_0_reliable_radio,7
Page_6_tutorial_Question_Intersection_0_positive relation_radio,7
