sys_timestamp,vid_timestamp,event_name,key_number,pause_num,next_pause_vid_ts
1676507610417,6.569215,video_keydown, ,0,-1
1676507610886,7.038085,video_keyup, ,0,-1
1676507612684,8.836181,video_keydown, ,0,-1
1676507613185,9.336662,video_keydown, ,0,-1
1676507613234,9.386334,video_keydown, ,0,-1
1676507613262,9.413602,video_keydown, ,0,-1
1676507613293,9.444652,video_keydown, ,0,-1
1676507613323,9.475382,video_keydown, ,0,-1
1676507613354,9.506136,video_keydown, ,0,-1
1676507613385,9.537277,video_keydown, ,0,-1
1676507613416,9.56773,video_keydown, ,0,-1
1676507613462,9.613392,video_keydown, ,0,-1
1676507613492,9.64407,video_keydown, ,0,-1
1676507613523,9.674518,video_keydown, ,0,-1
1676507613554,9.705653,video_keydown, ,0,-1
1676507613584,9.736123,video_keydown, ,0,-1
1676507613616,9.767628,video_keydown, ,0,-1
1676507613661,9.813067,video_keydown, ,0,-1
1676507613692,9.843767,video_keydown, ,0,-1
1676507613722,9.873488,video_keydown, ,0,-1
1676507613753,9.904599,video_keydown, ,0,-1
1676507613784,9.935584,video_keydown, ,0,-1
1676507613814,9.966167,video_keydown, ,0,-1
1676507613845,9.997283,video_keydown, ,0,-1
1676507613891,10.043338,video_keydown, ,0,-1
1676507613923,10.074556,video_keydown, ,0,-1
1676507613954,10.105549,video_keydown, ,0,-1
1676507613984,10.136167,video_keydown, ,0,-1
1676507614015,10.167008,video_keydown, ,0,-1
1676507614046,10.197707,video_keydown, ,0,-1
1676507614076,10.228078,video_keydown, ,0,-1
1676507614122,10.274376,video_keydown, ,0,-1
1676507614154,10.305549,video_keydown, ,0,-1
1676507614184,10.336152,video_keydown, ,0,-1
1676507614215,10.36689,video_keydown, ,0,-1
1676507614246,10.397849,video_keydown, ,0,-1
1676507614277,10.428635,video_keydown, ,0,-1
1676507614307,10.459399,video_keydown, ,0,-1
1676507614354,10.505511,video_keydown, ,0,-1
1676507614384,10.536071,video_keydown, ,0,-1
1676507614416,10.567743,video_keydown, ,0,-1
1676507614445,10.597292,video_keydown, ,0,-1
1676507614476,10.627788,video_keydown, ,0,-1
1676507614507,10.658847,video_keydown, ,0,-1
1676507614538,10.689856,video_keydown, ,0,-1
1676507614584,10.736313,video_keydown, ,0,-1
1676507614615,10.767154,video_keydown, ,0,-1
1676507614646,10.798087,video_keydown, ,0,-1
1676507614677,10.829128,video_keydown, ,0,-1
1676507614708,10.859927,video_keydown, ,0,-1
1676507614739,10.891388,video_keydown, ,0,-1
1676507614771,10.922416,video_keydown, ,0,-1
1676507614817,10.968709,video_keydown, ,0,-1
1676507614847,10.999157,video_keydown, ,0,-1
1676507614878,11.029948,video_keydown, ,0,-1
1676507614909,11.061158,video_keydown, ,0,-1
1676507614940,11.091494,video_keydown, ,0,-1
1676507614971,11.122551,video_keydown, ,0,-1
1676507615001,11.153278,video_keydown, ,0,-1
1676507615033,11.18501,video_keydown, ,0,-1
1676507615079,11.230624,video_keydown, ,0,-1
1676507615109,11.261382,video_keydown, ,0,-1
1676507615140,11.291952,video_keydown, ,0,-1
1676507615171,11.322843,video_keydown, ,0,-1
1676507615201,11.353289,video_keydown, ,0,-1
1676507615232,11.38397,video_keydown, ,0,-1
1676507615278,11.429954,video_keydown, ,0,-1
1676507615309,11.461232,video_keydown, ,0,-1
1676507615340,11.492008,video_keydown, ,0,-1
1676507615371,11.522502,video_keydown, ,0,-1
1676507615401,11.552709,video_keydown, ,0,-1
1676507615432,11.583604,video_keydown, ,0,-1
1676507615462,11.614311,video_keydown, ,0,-1
1676507615508,11.659798,video_keydown, ,0,-1
1676507615539,11.690933,video_keydown, ,0,-1
1676507615570,11.721869,video_keydown, ,0,-1
1676507615600,11.752173,video_keydown, ,0,-1
1676507615632,11.784082,video_keydown, ,0,-1
1676507615662,11.813873,video_keydown, ,0,-1
1676507615693,11.8447,video_keydown, ,0,-1
1676507615739,11.890795,video_keydown, ,0,-1
1676507615770,11.921815,video_keydown, ,0,-1
1676507615801,11.952814,video_keydown, ,0,-1
1676507615832,11.98373,video_keydown, ,0,-1
1676507615862,12.014526,video_keydown, ,0,-1
1676507615893,12.04505,video_keydown, ,0,-1
1676507615924,12.075924,video_keydown, ,0,-1
1676507615971,12.122837,video_keydown, ,0,-1
1676507616001,12.152723,video_keydown, ,0,-1
1676507616031,12.183154,video_keydown, ,0,-1
1676507616064,12.216141,video_keydown, ,0,-1
1676507616092,12.244275,video_keydown, ,0,-1
1676507616123,12.274865,video_keydown, ,0,-1
1676507616169,12.320676,video_keydown, ,0,-1
1676507616199,12.35146,video_keydown, ,0,-1
1676507616230,12.382465,video_keydown, ,0,-1
1676507616261,12.413336,video_keydown, ,0,-1
1676507616292,12.44418,video_keydown, ,0,-1
1676507616322,12.474499,video_keydown, ,0,-1
1676507616353,12.505214,video_keydown, ,0,-1
1676507616399,12.551302,video_keydown, ,0,-1
1676507616430,12.582213,video_keydown, ,0,-1
1676507616436,12.588079,video_keyup, ,0,-1
1676507617414,13.566038,video_keydown, ,0,-1
1676507617640,13.79202,video_keyup, ,0,-1
1676507621834,17.98597,video_keydown, ,0,-1
1676507622335,18,video_keydown, ,1,-1
1676507622339,18,video_keyup, ,1,-1
1676507668198,19.389591,video_keydown, ,1,-1
1676507668708,19.899483,video_keyup, ,1,-1
1676507677244,28.43586,video_keydown, ,1,-1
1676507677414,28.605655,video_keyup, ,1,-1
1676507699440,50.3,video_keydown, ,2,-1
1676507699738,50.3,video_keyup, ,2,-1
