name,value
mTurkID, p206
subID,18
drive_name,tutorial
drive_index,0
time_date,Mon Jan 30 2023 13:59:53 GMT-0700 (Mountain Standard Time)
Page_6_tutorial_Question_Intersection_0_Intention_radio,1
Page_6_tutorial_Question_Intersection_0_trust_radio,4
Page_6_tutorial_Question_Intersection_0_reliable_radio,5
Page_6_tutorial_Question_Intersection_0_positive relation_radio,4
