sys_timestamp,event_timestamp,event_name,pause_num
1676508078685,361225.89999997616,web_survey/CommitmentCheck_completed,7
1676508083439,365994.1999999285,mainexperimentintro_done,7
1676508083445,365994.1999999285,[object PointerEvent],0
1676508099511,382068.60000002384,video_preload_completed,0
1676508122184,404680.6999999285,survey1_start,1
1676508185351,467906.39999997616,survey1_done,1
1676508228584,511133.5,intention_start,2
1676508234529,517081.39999997616,intention_done,2
1676508248530,531038,survey2_start,3
1676508285608,568164.7999999523,survey2_done,3
