video_name,vid_file,sys_timestamp,vid_ts
video,blob:https://leia.honda-ri.com/7118372a-d34d-44b6-8ac8-74dcf642f3c8,1676507270853,0.092104
video,blob:https://leia.honda-ri.com/7118372a-d34d-44b6-8ac8-74dcf642f3c8,1676507271054,0.277312
video,blob:https://leia.honda-ri.com/7118372a-d34d-44b6-8ac8-74dcf642f3c8,1676507271255,0.508604
video,blob:https://leia.honda-ri.com/7118372a-d34d-44b6-8ac8-74dcf642f3c8,1676507271456,0.694687
video,blob:https://leia.honda-ri.com/7118372a-d34d-44b6-8ac8-74dcf642f3c8,1676507271656,0.878583
video,blob:https://leia.honda-ri.com/7118372a-d34d-44b6-8ac8-74dcf642f3c8,1676507271858,1.11125
video,blob:https://leia.honda-ri.com/7118372a-d34d-44b6-8ac8-74dcf642f3c8,1676507272059,1.296333
video,blob:https://leia.honda-ri.com/7118372a-d34d-44b6-8ac8-74dcf642f3c8,1676507272259,1.482104
video,blob:https://leia.honda-ri.com/7118372a-d34d-44b6-8ac8-74dcf642f3c8,1676507272459,1.713291
video,blob:https://leia.honda-ri.com/7118372a-d34d-44b6-8ac8-74dcf642f3c8,1676507272660,1.897958
video,blob:https://leia.honda-ri.com/7118372a-d34d-44b6-8ac8-74dcf642f3c8,1676507272861,2.083208
video,blob:https://leia.honda-ri.com/7118372a-d34d-44b6-8ac8-74dcf642f3c8,1676507273061,2.313833
video,blob:https://leia.honda-ri.com/7118372a-d34d-44b6-8ac8-74dcf642f3c8,1676507273261,2.499104
video,blob:https://leia.honda-ri.com/7118372a-d34d-44b6-8ac8-74dcf642f3c8,1676507273461,2.683895
video,blob:https://leia.honda-ri.com/7118372a-d34d-44b6-8ac8-74dcf642f3c8,1676507273676,2.914458
video,blob:https://leia.honda-ri.com/7118372a-d34d-44b6-8ac8-74dcf642f3c8,1676507273877,3.098937
video,blob:https://leia.honda-ri.com/7118372a-d34d-44b6-8ac8-74dcf642f3c8,1676507274091,3.330291
video,blob:https://leia.honda-ri.com/7118372a-d34d-44b6-8ac8-74dcf642f3c8,1676507274293,3.515395
video,blob:https://leia.honda-ri.com/7118372a-d34d-44b6-8ac8-74dcf642f3c8,1676507274493,3.747458
