sys_timestamp,event_timestamp,event_name,pause_num
1674875366223,244393.59999999404,web_survey/CommitmentCheck_completed,7
1674875369315,247486.29999998212,mainexperimentintro_done,7
1674875369316,247486.29999998212,[object PointerEvent],0
1674875376515,254686.19999998808,video_preload_completed,0
1674875397781,275952.5,survey1_start,1
1674875454644,332815.2999999821,survey1_done,1
1674875496078,374249.39999997616,intention_start,2
1674875500882,379053.5,intention_done,2
1674875514687,392858.6999999881,survey2_start,3
1674875558170,436341.39999997616,survey2_done,3
