name,value
mTurkID, p67
subID,138
drive_name,tutorial
drive_index,0
time_date,Fri Feb 10 2023 19:44:22 GMT-0600 (Central Standard Time)
Page_6_tutorial_Question_Intersection_0_Intention_radio,1
Page_6_tutorial_Question_Intersection_0_trust_radio,6
Page_6_tutorial_Question_Intersection_0_reliable_radio,6
Page_6_tutorial_Question_Intersection_0_positive relation_radio,6
