sys_timestamp,event_timestamp,event_name,pause_num
1675112926825,256052.59999990463,web_survey/CommitmentCheck_completed,7
1675112930969,260196.40000009537,mainexperimentintro_done,7
1675112930970,260196.40000009537,[object PointerEvent],0
1675112936234,265461.5,video_preload_completed,0
1675112955179,284405.90000009537,survey1_start,1
1675113004711,333939.2000002861,survey1_done,1
1675113037946,367173.2000002861,intention_start,2
1675113042244,371471.80000019073,intention_done,2
1675113059009,388235.59999990463,survey2_start,3
1675113093670,422898.40000009537,survey2_done,3
