sys_timestamp,event_timestamp,event_name,pause_num
1676079967544,242973.60000002384,web_survey/CommitmentCheck_completed,7
1676079969733,245162.89999997616,mainexperimentintro_done,7
1676079969735,245162.89999997616,[object PointerEvent],0
1676079973194,248623.10000002384,video_preload_completed,0
1676079995011,270439.8000000715,survey1_start,1
1676080033144,308574.2000000477,survey1_done,1
1676080046964,322394,intention_start,2
1676080053376,328806.89999997616,intention_done,2
1676080065632,341062.8000000715,survey2_start,3
1676080102130,377560.3000000715,survey2_done,3
