name,value
mTurkID, p183
subID,7
drive_name,tutorial
drive_index,0
time_date,Mon Jan 30 2023 15:04:46 GMT-0500 (Eastern Standard Time)
Page_6_tutorial_Question_Intersection_0_Intention_radio,1
Page_6_tutorial_Question_Intersection_0_trust_radio,3
Page_6_tutorial_Question_Intersection_0_reliable_radio,4
Page_6_tutorial_Question_Intersection_0_positive relation_radio,5
