sys_timestamp,event_timestamp,event_name,pause_num
1676079252089,294989.60000000894,web_survey/CommitmentCheck_completed,7
1676079255091,297988.3000000119,mainexperimentintro_done,7
1676079255094,297988.3000000119,[object PointerEvent],0
1676079261788,304684,video_preload_completed,0
1676079287117,330017.40000000596,survey1_start,1
1676079354467,397368.40000000596,survey1_done,1
1676079379960,422861.10000000894,intention_start,2
1676079385109,428010.5,intention_done,2
1676079404227,447126.8000000119,survey2_start,3
1676079461128,504029.8000000119,survey2_done,3
