name,value
mTurkID, p3
subID,281
drive_name,tutorial
drive_index,0
time_date,Wed Feb 15 2023 19:25:18 GMT-0500 (Eastern Standard Time)
Page_6_tutorial_Question_Intersection_0_Intention_radio,0
Page_6_tutorial_Question_Intersection_0_trust_radio,1
Page_6_tutorial_Question_Intersection_0_reliable_radio,1
Page_6_tutorial_Question_Intersection_0_positive relation_radio,1
