sys_timestamp,event_timestamp,event_name,pause_num
1676081696680,401076,web_survey/CommitmentCheck_completed,7
1676081701745,406140.1000000015,mainexperimentintro_done,7
1676081701746,406140.1000000015,[object PointerEvent],0
1676081744399,448794.9000000004,video_preload_completed,0
1676081767028,471423.7000000011,survey1_start,1
1676081843110,547507.2000000011,survey1_done,1
1676081857200,561596.2000000011,intention_start,2
1676081866748,571144.2000000011,intention_done,2
1676081876851,581246.9000000004,survey2_start,3
1676081956237,660633.5,survey2_done,3
