sys_timestamp,event_timestamp,event_name,pause_num
1676081435849,250849.20000004768,web_survey/CommitmentCheck_completed,7
1676081439814,254814.30000007153,mainexperimentintro_done,7
1676081439814,254814.30000007153,[object PointerEvent],0
1676081443758,258758.30000007153,video_preload_completed,0
1676081465557,280557.8000000715,survey1_start,1
1676081518976,333976.2000000477,survey1_done,1
1676081532787,347787.60000002384,intention_start,2
1676081537015,352016,intention_done,2
1676081549245,364245.3000000715,survey2_start,3
1676081585277,400277.90000009537,survey2_done,3
