name,value
mTurkID, p247
subID,89
drive_name,tutorial
drive_index,0
time_date,Tue Jan 31 2023 19:24:15 GMT 0100 (Central European Standard Time)
Page_6_tutorial_Question_Intersection_0_Intention_radio,0
Page_6_tutorial_Question_Intersection_0_trust_radio,6
Page_6_tutorial_Question_Intersection_0_reliable_radio,5
Page_6_tutorial_Question_Intersection_0_positive relation_radio,5
