sys_timestamp,event_timestamp,event_name,pause_num
1675189743151,285856.200000003,web_survey/CommitmentCheck_completed,7
1675189745999,288701.5,mainexperimentintro_done,7
1675189746000,288701.5,[object PointerEvent],0
1675189776909,319609.799999997,video_preload_completed,0
1675189802976,345682.10000000894,survey1_start,1
1675189861134,403840.700000003,survey1_done,1
1675189887164,429869.700000003,intention_start,2
1675189895332,438038.60000000894,intention_done,2
1675189912851,455557.200000003,survey2_start,3
1675189950654,493361,survey2_done,3
