name,value
mTurkID, p59
subID,160
drive_name,tutorial
drive_index,0
time_date,Fri Feb 10 2023 21:02:16 GMT-0500 (Eastern Standard Time)
Page_6_tutorial_Question_Intersection_0_Intention_radio,0
Page_6_tutorial_Question_Intersection_0_trust_radio,5
Page_6_tutorial_Question_Intersection_0_reliable_radio,5
Page_6_tutorial_Question_Intersection_0_positive relation_radio,5
