name,value
mTurkID, p180
subID,187
drive_name,tutorial
drive_index,0
time_date,Sat Feb 11 2023 08:19:59 GMT 0600 (Bangladesh Standard Time)
Page_6_tutorial_Question_Intersection_0_Intention_radio,0
Page_6_tutorial_Question_Intersection_0_trust_radio,6
Page_6_tutorial_Question_Intersection_0_reliable_radio,6
Page_6_tutorial_Question_Intersection_0_positive relation_radio,6
