sys_timestamp,vid_timestamp,event_name,key_number,pause_num,next_pause_vid_ts
1676507444793,39.504459,tutorial_keydown, ,6,-1
1676507444957,39.668604,tutorial_keyup, ,6,-1
1676507447081,41.793001,tutorial_keydown, ,6,-1
1676507447598,42.309393,tutorial_keydown, ,6,-1
1676507447631,42.342621,tutorial_keydown, ,6,-1
1676507447664,42.375021,tutorial_keydown, ,6,-1
1676507447697,42.408779,tutorial_keydown, ,6,-1
1676507447730,42.441768,tutorial_keydown, ,6,-1
1676507447764,42.475508,tutorial_keydown, ,6,-1
1676507447797,42.508822,tutorial_keydown, ,6,-1
1676507447830,42.542126,tutorial_keydown, ,6,-1
1676507447864,42.575508,tutorial_keydown, ,6,-1
1676507447897,42.608507,tutorial_keydown, ,6,-1
1676507447930,42.641903,tutorial_keydown, ,6,-1
1676507447963,42.675057,tutorial_keydown, ,6,-1
1676507447996,42.708157,tutorial_keydown, ,6,-1
1676507448030,42.741464,tutorial_keydown, ,6,-1
1676507448064,42.77542,tutorial_keydown, ,6,-1
1676507448097,42.80858,tutorial_keydown, ,6,-1
1676507448130,42.841647,tutorial_keydown, ,6,-1
1676507448163,42.874852,tutorial_keydown, ,6,-1
1676507448197,42.907517,tutorial_keydown, ,6,-1
1676507448229,42.940657,tutorial_keydown, ,6,-1
1676507448262,42.974041,tutorial_keydown, ,6,-1
1676507448296,43.007583,tutorial_keydown, ,6,-1
1676507448330,43.041765,tutorial_keydown, ,6,-1
1676507448363,43.074915,tutorial_keydown, ,6,-1
1676507448396,43.108001,tutorial_keydown, ,6,-1
1676507448429,43.140595,tutorial_keydown, ,6,-1
1676507448462,43.173903,tutorial_keydown, ,6,-1
1676507448495,43.206962,tutorial_keydown, ,6,-1
1676507448529,43.240488,tutorial_keydown, ,6,-1
1676507448562,43.273548,tutorial_keydown, ,6,-1
1676507448596,43.308032,tutorial_keydown, ,6,-1
1676507448629,43.340955,tutorial_keydown, ,6,-1
1676507448662,43.373502,tutorial_keydown, ,6,-1
1676507448695,43.406821,tutorial_keydown, ,6,-1
1676507448728,43.439561,tutorial_keydown, ,6,-1
1676507448762,43.473195,tutorial_keydown, ,6,-1
1676507448795,43.506266,tutorial_keydown, ,6,-1
1676507448828,43.539761,tutorial_keydown, ,6,-1
1676507448862,43.573815,tutorial_keydown, ,6,-1
1676507448895,43.606184,tutorial_keydown, ,6,-1
1676507448928,43.639585,tutorial_keydown, ,6,-1
1676507448961,43.673095,tutorial_keydown, ,6,-1
1676507448995,43.706405,tutorial_keydown, ,6,-1
1676507449027,43.739202,tutorial_keydown, ,6,-1
1676507449061,43.772434,tutorial_keydown, ,6,-1
1676507449095,43.806816,tutorial_keydown, ,6,-1
1676507449127,43.839393,tutorial_keydown, ,6,-1
1676507449161,43.872895,tutorial_keydown, ,6,-1
1676507449195,43.906665,tutorial_keydown, ,6,-1
1676507449228,43.939519,tutorial_keydown, ,6,-1
1676507449261,43.971844,tutorial_keydown, ,6,-1
1676507449280,43.99131,tutorial_keyup, ,6,-1
