name,value
mTurkID, p170
subID,154
drive_name,tutorial
drive_index,0
time_date,Fri Feb 10 2023 20:58:55 GMT-0500 (Eastern Standard Time)
Page_6_tutorial_Question_Intersection_0_Intention_radio,0
Page_6_tutorial_Question_Intersection_0_trust_radio,3
Page_6_tutorial_Question_Intersection_0_reliable_radio,4
Page_6_tutorial_Question_Intersection_0_positive relation_radio,3
