video_name,vid_file,sys_timestamp,vid_ts
video,blob:https://leia.honda-ri.com/ebdaaf20-85b5-42fd-a4e2-eb9f88309929,1676082940176,0.020639
video,blob:https://leia.honda-ri.com/ebdaaf20-85b5-42fd-a4e2-eb9f88309929,1676082940376,0.217252
video,blob:https://leia.honda-ri.com/ebdaaf20-85b5-42fd-a4e2-eb9f88309929,1676082940575,0.415591
video,blob:https://leia.honda-ri.com/ebdaaf20-85b5-42fd-a4e2-eb9f88309929,1676082940776,0.617276
video,blob:https://leia.honda-ri.com/ebdaaf20-85b5-42fd-a4e2-eb9f88309929,1676082940976,0.816821
video,blob:https://leia.honda-ri.com/ebdaaf20-85b5-42fd-a4e2-eb9f88309929,1676082941176,1.01717
video,blob:https://leia.honda-ri.com/ebdaaf20-85b5-42fd-a4e2-eb9f88309929,1676082941376,1.216709
video,blob:https://leia.honda-ri.com/ebdaaf20-85b5-42fd-a4e2-eb9f88309929,1676082941576,1.41728
video,blob:https://leia.honda-ri.com/ebdaaf20-85b5-42fd-a4e2-eb9f88309929,1676082941775,1.615652
video,blob:https://leia.honda-ri.com/ebdaaf20-85b5-42fd-a4e2-eb9f88309929,1676082941976,1.816722
video,blob:https://leia.honda-ri.com/ebdaaf20-85b5-42fd-a4e2-eb9f88309929,1676082942175,2.01639
video,blob:https://leia.honda-ri.com/ebdaaf20-85b5-42fd-a4e2-eb9f88309929,1676082942376,2.217103
video,blob:https://leia.honda-ri.com/ebdaaf20-85b5-42fd-a4e2-eb9f88309929,1676082942576,2.415387
video,blob:https://leia.honda-ri.com/ebdaaf20-85b5-42fd-a4e2-eb9f88309929,1676082942776,2.61667
video,blob:https://leia.honda-ri.com/ebdaaf20-85b5-42fd-a4e2-eb9f88309929,1676082942972,2.813034
video,blob:https://leia.honda-ri.com/ebdaaf20-85b5-42fd-a4e2-eb9f88309929,1676082943176,3.016816
video,blob:https://leia.honda-ri.com/ebdaaf20-85b5-42fd-a4e2-eb9f88309929,1676082943375,3.215761
video,blob:https://leia.honda-ri.com/ebdaaf20-85b5-42fd-a4e2-eb9f88309929,1676082943576,3.417428
video,blob:https://leia.honda-ri.com/ebdaaf20-85b5-42fd-a4e2-eb9f88309929,1676082943776,3.616629
video,blob:https://leia.honda-ri.com/ebdaaf20-85b5-42fd-a4e2-eb9f88309929,1676082943975,3.816065
video,blob:https://leia.honda-ri.com/ebdaaf20-85b5-42fd-a4e2-eb9f88309929,1676082944176,4.016633
video,blob:https://leia.honda-ri.com/ebdaaf20-85b5-42fd-a4e2-eb9f88309929,1676082944376,4.217058
video,blob:https://leia.honda-ri.com/ebdaaf20-85b5-42fd-a4e2-eb9f88309929,1676082944576,4.41616
video,blob:https://leia.honda-ri.com/ebdaaf20-85b5-42fd-a4e2-eb9f88309929,1676082944776,4.616375
video,blob:https://leia.honda-ri.com/ebdaaf20-85b5-42fd-a4e2-eb9f88309929,1676082944976,4.817061
video,blob:https://leia.honda-ri.com/ebdaaf20-85b5-42fd-a4e2-eb9f88309929,1676082945175,5.01579
video,blob:https://leia.honda-ri.com/ebdaaf20-85b5-42fd-a4e2-eb9f88309929,1676082945376,5.216513
video,blob:https://leia.honda-ri.com/ebdaaf20-85b5-42fd-a4e2-eb9f88309929,1676082945576,5.416756
