sys_timestamp,event_timestamp,event_name,pause_num
1676083156611,693248.7999999523,web_survey/CommitmentCheck_completed,7
1676083373434,910049.6000000238,mainexperimentintro_done,7
1676083373436,910049.6000000238,[object PointerEvent],0
1676083378748,915387,video_preload_completed,0
1676083403074,939712.1000000238,survey1_start,1
1676083456411,993049.1000000238,survey1_done,1
1676083472785,1009424.1000000238,intention_start,2
1676083479151,1015789.6000000238,intention_done,2
1676083491388,1028021.6999999285,survey2_start,3
1676083589296,1125936.6000000238,survey2_done,3
