sys_timestamp,event_timestamp,event_name,pause_num
1675121701193,307202.5,web_survey/CommitmentCheck_completed,7
1675121704537,310545.59999996424,mainexperimentintro_done,7
1675121704538,310545.59999996424,[object PointerEvent],0
1675121710493,316501.59999996424,video_preload_completed,0
1675121729652,335661.6999999881,survey1_start,1
1675121778275,384285.2999999523,survey1_done,1
1675121815463,421473.6999999881,intention_start,2
1675121819227,425237.39999997616,intention_done,2
1675121825327,431336.59999996424,survey2_start,3
1675121871376,477386.89999997616,survey2_done,3
