name,value
mTurkID, p64
subID,142
drive_name,tutorial
drive_index,0
time_date,Fri Feb 10 2023 17:46:02 GMT-0800 (Pacific Standard Time)
Page_6_tutorial_Question_Intersection_0_Intention_radio,0
Page_6_tutorial_Question_Intersection_0_trust_radio,3
Page_6_tutorial_Question_Intersection_0_reliable_radio,3
Page_6_tutorial_Question_Intersection_0_positive relation_radio,2
