name,value
mTurkID, p39
subID,126
drive_name,tutorial
drive_index,0
time_date,Fri Feb 10 2023 20:30:41 GMT-0500 (Easter Island Summer Time)
Page_6_tutorial_Question_Intersection_0_Intention_radio,1
Page_6_tutorial_Question_Intersection_0_trust_radio,4
Page_6_tutorial_Question_Intersection_0_reliable_radio,4
Page_6_tutorial_Question_Intersection_0_positive relation_radio,5
