name,value
mTurkID, p312
subID,146
drive_name,tutorial
drive_index,0
time_date,Fri Feb 10 2023 19:53:04 GMT-0600 (Central Standard Time)
Page_6_tutorial_Question_Intersection_0_Intention_radio,1
Page_6_tutorial_Question_Intersection_0_trust_radio,4
Page_6_tutorial_Question_Intersection_0_reliable_radio,4
Page_6_tutorial_Question_Intersection_0_positive relation_radio,4
