name,value
mTurkID, p130
subID,151
drive_name,tutorial
drive_index,0
time_date,Fri Feb 10 2023 17:56:06 GMT-0800 (Pacific Standard Time)
Page_6_tutorial_Question_Intersection_0_Intention_radio,1
Page_6_tutorial_Question_Intersection_0_trust_radio,1
Page_6_tutorial_Question_Intersection_0_reliable_radio,1
Page_6_tutorial_Question_Intersection_0_positive relation_radio,1
