sys_timestamp,event_timestamp,event_name,pause_num
1676080145542,285316.30000000075,web_survey/CommitmentCheck_completed,7
1676080149760,289527.69999999925,mainexperimentintro_done,7
1676080149764,289527.69999999925,[object PointerEvent],0
1676080154697,294465.5999999996,video_preload_completed,0
1676080178215,317989,survey1_start,1
1676080247676,387451.4000000004,survey1_done,1
1676080262807,402582.4000000004,intention_start,2
1676080268227,408002.9000000004,intention_done,2
1676080280448,420223.19999999925,survey2_start,3
1676080331451,471228.19999999925,survey2_done,3
