name,value
mTurkID, p179
subID,101
drive_name,tutorial
drive_index,0
time_date,Tue Jan 31 2023 13:24:29 GMT-0500 (Eastern Standard Time)
Page_6_tutorial_Question_Intersection_0_Intention_radio,0
Page_6_tutorial_Question_Intersection_0_trust_radio,5
Page_6_tutorial_Question_Intersection_0_reliable_radio,5
Page_6_tutorial_Question_Intersection_0_positive relation_radio,6
