name,value
mTurkID, p219
subID,106
drive_name,tutorial
drive_index,0
time_date,Tue Jan 31 2023 10:24:58 GMT-0800 (Pacific Standard Time)
Page_6_tutorial_Question_Intersection_0_Intention_radio,1
Page_6_tutorial_Question_Intersection_0_trust_radio,6
Page_6_tutorial_Question_Intersection_0_reliable_radio,7
Page_6_tutorial_Question_Intersection_0_positive relation_radio,6
