name,value
mTurkID, p293
subID,103
drive_name,tutorial
drive_index,0
time_date,Tue Jan 31 2023 12:24:30 GMT-0600 (Central Standard Time)
Page_6_tutorial_Question_Intersection_0_Intention_radio,1
Page_6_tutorial_Question_Intersection_0_trust_radio,7
Page_6_tutorial_Question_Intersection_0_reliable_radio,7
Page_6_tutorial_Question_Intersection_0_positive relation_radio,7
