video_name,vid_file,sys_timestamp,vid_ts
video,blob:https://leia.honda-ri.com/d07f7381-218d-4a93-81dd-5ba73cb4ea75,1676508025528,0
video,blob:https://leia.honda-ri.com/d07f7381-218d-4a93-81dd-5ba73cb4ea75,1676508025716,0.02
video,blob:https://leia.honda-ri.com/d07f7381-218d-4a93-81dd-5ba73cb4ea75,1676508025951,0.042471
video,blob:https://leia.honda-ri.com/d07f7381-218d-4a93-81dd-5ba73cb4ea75,1676508026131,0.223386
video,blob:https://leia.honda-ri.com/d07f7381-218d-4a93-81dd-5ba73cb4ea75,1676508026325,0.417104
video,blob:https://leia.honda-ri.com/d07f7381-218d-4a93-81dd-5ba73cb4ea75,1676508026525,0.617052
video,blob:https://leia.honda-ri.com/d07f7381-218d-4a93-81dd-5ba73cb4ea75,1676508026738,0.830324
video,blob:https://leia.honda-ri.com/d07f7381-218d-4a93-81dd-5ba73cb4ea75,1676508026930,1.022383
video,blob:https://leia.honda-ri.com/d07f7381-218d-4a93-81dd-5ba73cb4ea75,1676508027123,1.214818
video,blob:https://leia.honda-ri.com/d07f7381-218d-4a93-81dd-5ba73cb4ea75,1676508027321,1.41341
video,blob:https://leia.honda-ri.com/d07f7381-218d-4a93-81dd-5ba73cb4ea75,1676508027538,1.63016
video,blob:https://leia.honda-ri.com/d07f7381-218d-4a93-81dd-5ba73cb4ea75,1676508027743,1.834558
video,blob:https://leia.honda-ri.com/d07f7381-218d-4a93-81dd-5ba73cb4ea75,1676508027932,2.023544
video,blob:https://leia.honda-ri.com/d07f7381-218d-4a93-81dd-5ba73cb4ea75,1676508028117,2.208868
video,blob:https://leia.honda-ri.com/d07f7381-218d-4a93-81dd-5ba73cb4ea75,1676508028338,2.430282
video,blob:https://leia.honda-ri.com/d07f7381-218d-4a93-81dd-5ba73cb4ea75,1676508028535,2.627009
video,blob:https://leia.honda-ri.com/d07f7381-218d-4a93-81dd-5ba73cb4ea75,1676508028724,2.815572
video,blob:https://leia.honda-ri.com/d07f7381-218d-4a93-81dd-5ba73cb4ea75,1676508028915,3.006143
video,blob:https://leia.honda-ri.com/d07f7381-218d-4a93-81dd-5ba73cb4ea75,1676508029140,3.231513
video,blob:https://leia.honda-ri.com/d07f7381-218d-4a93-81dd-5ba73cb4ea75,1676508029340,3.4318
video,blob:https://leia.honda-ri.com/d07f7381-218d-4a93-81dd-5ba73cb4ea75,1676508029527,3.618923
video,blob:https://leia.honda-ri.com/d07f7381-218d-4a93-81dd-5ba73cb4ea75,1676508029715,3.80588
video,blob:https://leia.honda-ri.com/d07f7381-218d-4a93-81dd-5ba73cb4ea75,1676508029943,4.03465
video,blob:https://leia.honda-ri.com/d07f7381-218d-4a93-81dd-5ba73cb4ea75,1676508030147,4.239199
