name,value
mTurkID, p106
subID,311
drive_name,tutorial
drive_index,0
time_date,Wed Feb 15 2023 19:28:10 GMT-0500 (Eastern Standard Time)
Page_6_tutorial_Question_Intersection_0_Intention_radio,0
Page_6_tutorial_Question_Intersection_0_trust_radio,5
Page_6_tutorial_Question_Intersection_0_reliable_radio,4
Page_6_tutorial_Question_Intersection_0_positive relation_radio,5
