name,value
mTurkID, p215
subID,48
drive_name,tutorial
drive_index,0
time_date,Mon Jan 30 2023 17:38:27 GMT-0600 (Central Standard Time)
Page_6_tutorial_Question_Intersection_0_Intention_radio,1
Page_6_tutorial_Question_Intersection_0_trust_radio,3
Page_6_tutorial_Question_Intersection_0_reliable_radio,2
Page_6_tutorial_Question_Intersection_0_positive relation_radio,5
