name,value
mTurkID, p157
subID,215
drive_name,tutorial
drive_index,0
time_date,Fri Feb 10 2023 21:31:45 GMT-0500 (Eastern Standard Time)
Page_6_tutorial_Question_Intersection_0_Intention_radio,0
Page_6_tutorial_Question_Intersection_0_trust_radio,6
Page_6_tutorial_Question_Intersection_0_reliable_radio,7
Page_6_tutorial_Question_Intersection_0_positive relation_radio,7
