name,value
mTurkID, p242
subID,155
drive_name,tutorial
drive_index,0
time_date,Fri Feb 10 2023 18:59:12 GMT-0700 (Mountain Standard Time)
Page_6_tutorial_Question_Intersection_0_Intention_radio,1
Page_6_tutorial_Question_Intersection_0_trust_radio,5
Page_6_tutorial_Question_Intersection_0_reliable_radio,5
Page_6_tutorial_Question_Intersection_0_positive relation_radio,5
