name,value
mTurkID, p84
subID,162
drive_name,tutorial
drive_index,0
time_date,Fri Feb 10 2023 21:04:00 GMT-0500 (Eastern Standard Time)
Page_6_tutorial_Question_Intersection_0_Intention_radio,1
Page_6_tutorial_Question_Intersection_0_trust_radio,7
Page_6_tutorial_Question_Intersection_0_reliable_radio,7
Page_6_tutorial_Question_Intersection_0_positive relation_radio,7
